Bairro,População,Criticidade,Impacto (m2),Custo (R$ mil)
Bairro 8224,4730,8,1023,57
Bairro 8225,32805,6,1088,49
Bairro 8226,52177,1,805,98
Bairro 8227,14219,4,2224,92
Bairro 8228,8836,5,2806,53
Bairro 8229,8777,4,2437,38
Bairro 8230,54650,2,568,77
Bairro 8231,20714,10,2096,103
Bairro 8232,48254,7,1322,34
Bairro 8233,36609,8,1700,69
Bairro 8234,39953,2,2122,145
Bairro 8235,21280,6,2275,120
Bairro 8236,45725,1,2376,102
Bairro 8237,19969,8,1373,103
Bairro 8238,21489,4,2749,100
Bairro 8239,24782,1,1653,73
Bairro 8240,18429,8,2596,24
Bairro 8241,24470,4,879,73
Bairro 8242,51090,5,1596,113
Bairro 8243,50963,6,1248,59
Bairro 8244,56439,6,2981,126
Bairro 8245,25303,6,1585,140
Bairro 8246,47918,4,878,23
Bairro 8247,17849,8,773,69
Bairro 8248,32616,1,1328,74
Bairro 8249,9317,9,2458,103
Bairro 8250,44918,7,2655,46
Bairro 8251,50554,3,1277,132
Bairro 8252,8911,3,2451,96
Bairro 8253,26479,1,2197,31
Bairro 8254,20236,8,2631,55
Bairro 8255,48269,4,1970,64
Bairro 8256,16746,3,1326,149
Bairro 8257,29556,7,1391,64
Bairro 8258,31882,3,1361,98
Bairro 8259,42974,5,2952,75
Bairro 8260,19800,5,503,50
Bairro 8261,42880,5,981,43
Bairro 8262,21068,4,2347,58
Bairro 8263,41402,9,503,32
Bairro 8264,13544,8,2187,44
Bairro 8265,12586,10,1896,117
Bairro 8266,14003,1,1420,128
Bairro 8267,30429,3,1351,111
Bairro 8268,47776,9,2020,37
Bairro 8269,5196,10,730,144
Bairro 8270,40437,4,1800,135
Bairro 8271,11026,6,2104,146
Bairro 8272,47802,1,2094,123
Bairro 8273,54967,5,2461,65
Bairro 8274,28586,5,845,67
Bairro 8275,47226,5,1980,44
Bairro 8276,10801,3,1802,73
Bairro 8277,4582,5,1009,78
Bairro 8278,6466,4,1925,149
Bairro 8279,19215,4,1674,87
Bairro 8280,31558,9,1252,27
Bairro 8281,51599,5,2180,105
Bairro 8282,25888,4,1719,70
Bairro 8283,26887,4,700,38
Bairro 8284,5690,3,761,27
Bairro 8285,9060,10,1331,137
Bairro 8286,22369,4,1923,70
Bairro 8287,28597,8,790,125
Bairro 8288,4741,3,2255,122
Bairro 8289,52643,1,2629,110
Bairro 8290,48171,4,1795,60
Bairro 8291,25173,3,2099,52
Bairro 8292,38886,3,1812,93
Bairro 8293,34668,6,1210,47
Bairro 8294,45328,5,1132,146
Bairro 8295,41077,2,534,84
Bairro 8296,17388,4,1386,100
Bairro 8297,23162,3,1887,148
Bairro 8298,28097,5,1517,82
Bairro 8299,12624,4,2181,93
Bairro 8300,38287,10,966,148
Bairro 8301,15538,4,1713,66
Bairro 8302,20519,2,2035,69
Bairro 8303,31005,10,2947,106
Bairro 8304,39394,10,904,125
Bairro 8305,24060,4,1633,84
Bairro 8306,41608,5,2054,29
Bairro 8307,24636,7,2987,85
Bairro 8308,11690,3,2178,78
Bairro 8309,35327,4,2557,129
Bairro 8310,15053,4,2114,106
Bairro 8311,54360,5,719,135
Bairro 8312,58898,3,1870,131
Bairro 8313,19943,4,2892,123
Bairro 8314,42761,7,2192,60
Bairro 8315,15925,7,2689,135
Bairro 8316,19071,5,618,140
Bairro 8317,7093,6,1833,96
Bairro 8318,55820,6,1554,127
Bairro 8319,49750,5,2985,44
Bairro 8320,35261,3,1991,124
Bairro 8321,27255,8,1291,106
Bairro 8322,20804,10,1767,37
Bairro 8323,23729,6,2698,116
Bairro 8324,54362,7,2078,119
Bairro 8325,26050,2,2200,36
Bairro 8326,46980,9,1442,140
Bairro 8327,19343,1,2632,39
Bairro 8328,55748,10,878,111
Bairro 8329,29242,4,2353,131
Bairro 8330,58335,5,1753,23
Bairro 8331,45381,10,2140,125
Bairro 8332,9972,8,2402,42
Bairro 8333,32978,4,1822,56
Bairro 8334,58407,8,2184,127
Bairro 8335,21861,4,1704,22
Bairro 8336,25326,5,1406,72
Bairro 8337,33056,1,2418,139
Bairro 8338,40948,2,500,70
Bairro 8339,23373,6,1928,106
Bairro 8340,43628,5,555,98
Bairro 8341,24759,5,2609,127
Bairro 8342,31941,4,910,47
Bairro 8343,31098,5,683,97
Bairro 8344,51956,10,1252,133
Bairro 8345,43880,2,2752,95
Bairro 8346,36350,3,2249,35
Bairro 8347,34425,4,2877,27
Bairro 8348,55008,3,2030,68
Bairro 8349,5175,10,2080,23
Bairro 8350,23192,3,968,47
Bairro 8351,9694,3,2758,59
Bairro 8352,44915,6,2075,138
Bairro 8353,30311,1,2737,77
Bairro 8354,56358,3,718,104
Bairro 8355,27781,6,1693,59
Bairro 8356,7623,4,2010,133
Bairro 8357,12713,7,2840,135
Bairro 8358,11696,5,2832,130
Bairro 8359,17257,8,1171,47
Bairro 8360,32520,5,556,101
Bairro 8361,38211,1,1085,56
Bairro 8362,25935,6,2747,24
Bairro 8363,32954,5,2393,53
Bairro 8364,18247,5,1951,118
Bairro 8365,29144,10,2208,126
Bairro 8366,7052,1,2572,45
Bairro 8367,22538,5,2607,72
Bairro 8368,47965,3,2353,27
Bairro 8369,57167,1,1017,37
Bairro 8370,54763,8,1353,124
Bairro 8371,55189,8,1056,106
Bairro 8372,5000,4,2659,65
Bairro 8373,38876,7,602,96
Bairro 8374,15400,3,1230,142
Bairro 8375,44812,2,2221,139
Bairro 8376,37011,9,517,116
Bairro 8377,7423,8,2967,92
Bairro 8378,39975,1,1679,88
Bairro 8379,16535,10,519,30
Bairro 8380,28244,2,2943,106
Bairro 8381,18615,2,1410,53
Bairro 8382,5377,5,2912,112
Bairro 8383,34597,9,2284,118
Bairro 8384,40040,4,2966,70
Bairro 8385,27880,2,815,125
Bairro 8386,15083,10,2437,124
Bairro 8387,28629,3,2776,48
Bairro 8388,11585,1,2995,86
Bairro 8389,6260,1,2682,148
Bairro 8390,41836,10,2049,42
Bairro 8391,27559,9,911,78
Bairro 8392,49621,2,1094,82
Bairro 8393,46594,8,1816,91
Bairro 8394,12327,1,611,124
Bairro 8395,35624,9,2956,37
Bairro 8396,47393,1,1035,94
Bairro 8397,51147,10,2245,55
Bairro 8398,17784,5,2304,118
Bairro 8399,20846,5,2622,63
Bairro 8400,36262,8,1769,53
Bairro 8401,24335,3,2658,129
Bairro 8402,28589,5,1258,99
Bairro 8403,40372,3,1820,75
Bairro 8404,56061,5,1318,106
Bairro 8405,19783,8,1794,149
Bairro 8406,53092,9,2335,60
Bairro 8407,22612,1,2060,115
Bairro 8408,53991,7,871,51
Bairro 8409,46273,9,1708,98
Bairro 8410,20095,8,1209,62
Bairro 8411,54846,4,1068,103
Bairro 8412,53283,7,2850,93
Bairro 8413,28666,7,746,63
Bairro 8414,17565,9,902,72
Bairro 8415,54204,4,2691,138
Bairro 8416,37559,9,1679,126
Bairro 8417,21558,6,2068,86
Bairro 8418,6619,2,1631,53
Bairro 8419,45200,5,1294,148
Bairro 8420,19765,7,925,67
Bairro 8421,6917,3,1252,26
Bairro 8422,22207,10,2818,105
Bairro 8423,55026,6,1319,32
Bairro 8424,31019,8,826,60
Bairro 8425,21599,9,1560,99
Bairro 8426,17538,8,1371,78
Bairro 8427,36804,2,1422,20
Bairro 8428,58159,4,2110,113
Bairro 8429,39963,6,1222,46
Bairro 8430,37876,8,1746,90
Bairro 8431,31711,9,2034,118
Bairro 8432,47265,6,2513,95
Bairro 8433,39959,8,1570,84
Bairro 8434,38459,6,547,147
Bairro 8435,52149,9,2698,144
Bairro 8436,22546,9,1323,27
Bairro 8437,36068,2,572,25
Bairro 8438,27151,6,1235,66
Bairro 8439,25664,3,891,107
Bairro 8440,37112,9,1297,90
Bairro 8441,56869,6,1125,85
Bairro 8442,43314,5,1480,47
Bairro 8443,45110,9,1121,131
Bairro 8444,58855,7,1893,71
Bairro 8445,10512,2,2462,102
Bairro 8446,21664,5,1980,60
Bairro 8447,12953,4,2686,39
Bairro 8448,7067,4,984,72
Bairro 8449,41324,6,2434,32
Bairro 8450,37908,9,621,64
Bairro 8451,36741,10,1236,53
Bairro 8452,31829,10,800,99
Bairro 8453,29651,3,2686,73
Bairro 8454,21618,6,2673,94
Bairro 8455,47090,5,864,94
Bairro 8456,25653,10,1157,58
Bairro 8457,45461,10,2845,58
Bairro 8458,35114,8,1013,138
Bairro 8459,22885,4,2806,139
Bairro 8460,35132,8,2994,65
Bairro 8461,8218,5,1854,75
Bairro 8462,41632,8,581,21
Bairro 8463,53807,10,551,38
Bairro 8464,11330,9,2930,131
Bairro 8465,24593,6,2753,23
Bairro 8466,20400,6,655,47
Bairro 8467,18101,4,2099,134
Bairro 8468,46732,5,1024,64
Bairro 8469,44430,2,2908,98
Bairro 8470,24542,3,2955,40
Bairro 8471,28759,5,2617,101
Bairro 8472,4610,9,2100,122
Bairro 8473,16260,3,2965,124
Bairro 8474,16505,2,535,39
Bairro 8475,23126,4,972,102
Bairro 8476,47655,5,2003,50
Bairro 8477,7701,8,1987,144
Bairro 8478,58741,10,1398,41
Bairro 8479,29047,5,2705,128
Bairro 8480,54338,2,2035,70
Bairro 8481,23264,2,2147,90
Bairro 8482,6279,6,1188,55
Bairro 8483,11914,4,1212,99
Bairro 8484,32512,7,1816,23
Bairro 8485,27794,6,1835,60
Bairro 8486,6758,4,1640,118
Bairro 8487,12789,5,783,122
Bairro 8488,38096,6,1137,105
Bairro 8489,57963,1,1865,101
Bairro 8490,33145,3,1266,89
Bairro 8491,19788,9,2605,34
Bairro 8492,56826,10,1497,148
Bairro 8493,48018,4,2607,138
Bairro 8494,6442,9,2604,38
Bairro 8495,6988,4,1400,149
Bairro 8496,9933,6,1243,91
Bairro 8497,17026,6,2233,20
Bairro 8498,50883,1,889,33
Bairro 8499,8499,1,914,146
Bairro 8500,19410,9,2798,88
Bairro 8501,13357,1,2283,128
Bairro 8502,45816,8,2313,128
Bairro 8503,46749,1,1816,99
Bairro 8504,42509,7,564,134
Bairro 8505,58723,10,1560,138
Bairro 8506,40814,9,733,125
Bairro 8507,30238,7,690,85
Bairro 8508,35769,2,2455,131
Bairro 8509,35023,9,518,56
Bairro 8510,45889,7,2552,86
Bairro 8511,6417,4,2154,67
Bairro 8512,40056,10,1581,42
Bairro 8513,28881,10,2700,25
Bairro 8514,41036,10,561,122
Bairro 8515,47388,10,2460,46
Bairro 8516,49970,7,1993,145
Bairro 8517,34275,10,1539,65
Bairro 8518,50654,4,2064,119
Bairro 8519,8811,5,505,26
Bairro 8520,29240,10,1383,144
Bairro 8521,13471,3,2616,33
Bairro 8522,16560,4,548,142
Bairro 8523,38337,5,1025,93
Bairro 8524,4773,1,2553,97
Bairro 8525,35867,5,1981,130
Bairro 8526,38140,2,2157,89
Bairro 8527,10635,8,1682,139
Bairro 8528,29720,8,1463,63
Bairro 8529,29784,8,877,46
Bairro 8530,9007,5,1250,27
Bairro 8531,13906,10,2010,40
Bairro 8532,25678,3,1491,75
Bairro 8533,33731,5,2406,66
Bairro 8534,5026,10,696,112
Bairro 8535,32821,7,1447,34
Bairro 8536,35286,6,2403,22
Bairro 8537,46004,2,2811,99
Bairro 8538,36640,5,2599,28
Bairro 8539,46170,8,1193,45
Bairro 8540,51780,7,2913,72
Bairro 8541,43580,7,2386,114
Bairro 8542,34788,4,2084,87
Bairro 8543,41986,9,1087,45
Bairro 8544,53228,2,1757,133
Bairro 8545,16963,1,2410,26
Bairro 8546,41044,7,1890,127
Bairro 8547,35164,10,1899,22
Bairro 8548,29917,6,2997,137
Bairro 8549,27901,10,2878,51
Bairro 8550,46215,10,736,55
Bairro 8551,54554,7,2558,131
Bairro 8552,21646,8,1304,120
Bairro 8553,41956,1,1366,24
Bairro 8554,30910,6,2977,110
Bairro 8555,35670,8,2326,140
Bairro 8556,27133,5,603,83
Bairro 8557,39208,5,2784,132
Bairro 8558,24192,8,1763,39
Bairro 8559,36338,7,2426,126
Bairro 8560,41639,6,1824,21
Bairro 8561,55163,2,629,92
Bairro 8562,14805,2,1059,141
Bairro 8563,36165,5,1088,143
Bairro 8564,53902,1,2903,68
Bairro 8565,7601,10,1936,57
Bairro 8566,47148,9,1907,144
Bairro 8567,34209,7,924,56
Bairro 8568,51229,7,2929,87
Bairro 8569,38334,9,1801,47
Bairro 8570,18839,6,2208,59
Bairro 8571,54873,7,2190,112
Bairro 8572,14548,4,1414,107
Bairro 8573,31179,9,953,102
Bairro 8574,46775,9,1431,105
Bairro 8575,4885,10,2495,31
Bairro 8576,51659,4,1624,144
Bairro 8577,58078,4,1518,122
Bairro 8578,36776,9,2161,137
Bairro 8579,15811,1,1889,110
Bairro 8580,27844,1,1714,148
Bairro 8581,11158,2,833,27
Bairro 8582,25890,7,1823,107
Bairro 8583,40679,9,1223,41
Bairro 8584,21426,8,2447,50
Bairro 8585,20024,3,2767,115
Bairro 8586,27109,3,2504,98
Bairro 8587,58513,1,1290,117
Bairro 8588,29493,7,2105,47
Bairro 8589,34284,5,1277,38
Bairro 8590,31749,9,2477,107
Bairro 8591,39211,1,580,121
Bairro 8592,13275,8,2232,98
Bairro 8593,11222,6,1038,48
Bairro 8594,36117,6,2576,87
Bairro 8595,42673,6,1202,112
Bairro 8596,31678,7,2399,26
Bairro 8597,45419,9,1709,72
Bairro 8598,32423,3,898,41
Bairro 8599,36987,4,2934,21
Bairro 8600,17835,8,2881,90
Bairro 8601,23502,10,781,70
Bairro 8602,38225,9,2247,120
Bairro 8603,33443,3,2178,53
Bairro 8604,39383,6,2227,85
Bairro 8605,57020,5,2225,139
Bairro 8606,28546,7,1731,143
Bairro 8607,27186,4,2937,94
Bairro 8608,43435,7,2521,93
Bairro 8609,55041,1,1006,56
Bairro 8610,35653,10,2318,135
Bairro 8611,56245,10,2892,50
Bairro 8612,26251,4,2234,68
Bairro 8613,39551,4,1749,87
Bairro 8614,17867,1,1882,120
Bairro 8615,13775,4,665,88
Bairro 8616,35614,3,2498,27
Bairro 8617,25443,6,1228,127
Bairro 8618,14983,9,2975,54
Bairro 8619,10352,8,626,42
Bairro 8620,53234,9,2657,60
Bairro 8621,45537,5,586,59
Bairro 8622,32358,5,1540,80
Bairro 8623,31952,5,2587,116
Bairro 8624,12813,10,2408,78
Bairro 8625,14352,6,2532,81
Bairro 8626,55749,1,1604,104
Bairro 8627,4402,7,1887,54
Bairro 8628,48320,5,2541,73
Bairro 8629,55192,1,2701,59
Bairro 8630,29903,3,2663,108
Bairro 8631,17577,10,2286,63
Bairro 8632,58780,8,1528,145
Bairro 8633,25845,3,2290,61
Bairro 8634,15812,1,646,40
Bairro 8635,37163,5,1579,43
Bairro 8636,42356,5,2544,88
Bairro 8637,11851,9,2471,83
Bairro 8638,27361,10,1745,65
Bairro 8639,45898,5,1282,108
Bairro 8640,17330,3,545,128
Bairro 8641,15254,1,872,68
Bairro 8642,49403,9,2498,57
Bairro 8643,34555,8,2168,149
Bairro 8644,22575,10,692,90
Bairro 8645,33042,2,958,54
Bairro 8646,37117,7,1813,141
Bairro 8647,14907,5,2810,65
Bairro 8648,36623,6,1670,47
Bairro 8649,4521,4,2064,37
Bairro 8650,46721,10,1288,64
Bairro 8651,17148,1,2313,136
Bairro 8652,13611,2,2070,59
Bairro 8653,57731,3,2511,61
Bairro 8654,27250,2,875,78
Bairro 8655,5694,6,1397,44
Bairro 8656,37132,3,2602,120
Bairro 8657,51367,8,2088,109
Bairro 8658,48609,5,2033,102
Bairro 8659,23642,10,517,70
Bairro 8660,43264,2,2860,89
Bairro 8661,40277,2,2986,87
Bairro 8662,30623,5,1692,92
Bairro 8663,30625,10,1994,113
Bairro 8664,8901,6,2449,142
Bairro 8665,22101,8,1594,70
Bairro 8666,55990,9,2086,38
Bairro 8667,42764,2,1721,127
Bairro 8668,48022,10,1149,37
Bairro 8669,17666,10,826,58
Bairro 8670,8890,10,2781,62
Bairro 8671,10348,9,2644,88
Bairro 8672,31712,7,1424,128
Bairro 8673,28457,2,1591,84
Bairro 8674,24075,6,1868,44
Bairro 8675,42363,2,2678,117
Bairro 8676,38538,8,2234,114
Bairro 8677,7045,5,2858,52
Bairro 8678,57814,3,2480,54
Bairro 8679,28404,2,1911,119
Bairro 8680,38328,7,2858,61
Bairro 8681,16348,2,1685,37
Bairro 8682,44569,7,797,79
Bairro 8683,47274,6,2739,141
Bairro 8684,29558,8,2294,146
Bairro 8685,59351,4,2161,107
Bairro 8686,17123,8,1466,89
Bairro 8687,33649,10,1407,60
Bairro 8688,30208,2,1884,38
Bairro 8689,21841,8,1480,144
Bairro 8690,44654,3,628,41
Bairro 8691,48621,2,2075,114
Bairro 8692,20450,4,607,46
Bairro 8693,15231,10,2315,144
Bairro 8694,7224,10,1339,51
Bairro 8695,18083,7,2863,113
Bairro 8696,16697,4,1271,110
Bairro 8697,50140,6,2988,113
Bairro 8698,14990,1,2284,136
Bairro 8699,31651,2,1205,33
Bairro 8700,23298,3,2006,35
Bairro 8701,54352,7,2035,136
Bairro 8702,28366,9,860,107
Bairro 8703,27417,9,2157,82
Bairro 8704,59113,2,2906,149
Bairro 8705,24880,4,1581,111
Bairro 8706,22130,10,923,73
Bairro 8707,48828,3,2918,35
Bairro 8708,33630,1,2275,84
Bairro 8709,32490,4,1273,109
Bairro 8710,36377,7,2759,122
Bairro 8711,45848,8,2976,139
Bairro 8712,30045,2,2056,46
Bairro 8713,54820,8,1978,103
Bairro 8714,45911,2,1793,27
Bairro 8715,27806,5,1447,36
Bairro 8716,51238,2,536,127
Bairro 8717,34043,3,2904,118
Bairro 8718,53052,1,1543,148
Bairro 8719,6381,10,2418,113
Bairro 8720,17294,8,565,75
Bairro 8721,30677,4,2677,43
Bairro 8722,6038,4,2193,134
Bairro 8723,37047,4,2698,37
Bairro 8724,17937,8,2693,29
Bairro 8725,28929,8,1031,119
Bairro 8726,57761,9,2411,128
Bairro 8727,35367,7,2396,108
Bairro 8728,13263,10,2074,141
Bairro 8729,9813,6,1279,114
Bairro 8730,28173,7,2954,92
Bairro 8731,40666,9,2497,82
Bairro 8732,48607,2,1696,128
Bairro 8733,57572,4,2033,101
Bairro 8734,25063,8,1935,69
Bairro 8735,56665,2,741,67
Bairro 8736,8096,9,2685,67
Bairro 8737,37681,7,1156,113
Bairro 8738,10818,5,1747,129
Bairro 8739,37575,8,1538,67
Bairro 8740,26311,9,926,83
Bairro 8741,15428,2,2080,77
Bairro 8742,56708,1,1927,24
Bairro 8743,5354,6,989,32
Bairro 8744,58893,4,1018,149
Bairro 8745,37249,6,1207,124
Bairro 8746,32810,1,613,65
Bairro 8747,8464,5,1511,25
Bairro 8748,22034,3,2731,138
Bairro 8749,47123,6,859,32
Bairro 8750,36379,7,1723,92
Bairro 8751,58796,9,2070,142
Bairro 8752,25335,1,1042,92
Bairro 8753,59342,2,1364,119
Bairro 8754,44471,5,2919,88
Bairro 8755,42684,9,1071,32
Bairro 8756,21873,9,1928,123
Bairro 8757,39627,7,1602,89
Bairro 8758,43149,1,2325,133
Bairro 8759,52157,1,1246,102
Bairro 8760,54981,10,763,101
Bairro 8761,27300,8,574,95
Bairro 8762,29687,1,612,87
Bairro 8763,14336,9,537,66
Bairro 8764,37009,10,648,99
Bairro 8765,34063,7,1498,134
Bairro 8766,16617,4,571,131
Bairro 8767,4805,7,992,29
Bairro 8768,16134,7,1059,44
Bairro 8769,8527,4,2234,37
Bairro 8770,6682,9,2129,76
Bairro 8771,10556,9,2950,79
Bairro 8772,53737,6,2151,31
Bairro 8773,27009,3,2448,149
Bairro 8774,16307,9,2182,25
Bairro 8775,42332,10,1914,30
Bairro 8776,57588,2,1852,20
Bairro 8777,59007,7,1508,120
Bairro 8778,21113,3,1186,43
Bairro 8779,13618,2,1191,52
Bairro 8780,10565,10,514,92
Bairro 8781,22664,10,2648,140
Bairro 8782,15129,7,1472,103
Bairro 8783,37226,8,2070,122
Bairro 8784,48030,7,1048,46
Bairro 8785,18736,7,1759,127
Bairro 8786,48150,8,1121,129
Bairro 8787,26067,2,799,142
Bairro 8788,4224,3,1183,106
Bairro 8789,51348,7,2981,84
Bairro 8790,9837,6,672,111
Bairro 8791,49040,1,1672,102
Bairro 8792,21921,3,2557,106
Bairro 8793,53999,10,1454,33
Bairro 8794,6123,2,2154,61
Bairro 8795,54257,6,1368,87
Bairro 8796,25663,7,2312,57
Bairro 8797,29675,8,1930,102
Bairro 8798,13574,2,1087,64
Bairro 8799,9860,4,667,108
Bairro 8800,44229,1,801,79
Bairro 8801,27878,3,1605,78
Bairro 8802,15818,4,2485,128
Bairro 8803,14482,10,941,142
Bairro 8804,14633,10,2770,117
Bairro 8805,39343,5,1622,51
Bairro 8806,12954,6,1474,106
Bairro 8807,34190,4,2916,49
Bairro 8808,15303,4,1693,36
Bairro 8809,46138,2,1893,110
Bairro 8810,57106,6,1475,29
Bairro 8811,50612,6,2321,105
Bairro 8812,35709,3,1130,56
Bairro 8813,15884,5,511,85
Bairro 8814,57793,5,582,95
Bairro 8815,28718,10,1311,67
Bairro 8816,30509,2,1402,21
Bairro 8817,30656,4,1266,61
Bairro 8818,46076,10,2330,140
Bairro 8819,38889,1,1433,144
Bairro 8820,27019,8,1864,132
Bairro 8821,44276,1,1796,37
Bairro 8822,18944,5,2324,113
Bairro 8823,18984,7,1440,128
Bairro 8824,56866,8,1535,136
Bairro 8825,47523,1,1839,139
Bairro 8826,20426,4,867,40
Bairro 8827,6071,10,1951,146
Bairro 8828,32918,8,2040,83
Bairro 8829,46134,9,2755,77
Bairro 8830,30677,7,1563,30
Bairro 8831,32505,2,2506,116
Bairro 8832,13433,10,1336,89
Bairro 8833,9991,8,2488,90
Bairro 8834,20031,3,1983,125
Bairro 8835,32571,4,1744,33
Bairro 8836,49242,3,1140,114
Bairro 8837,41153,4,604,103
Bairro 8838,56919,5,2520,55
Bairro 8839,31134,5,632,110
Bairro 8840,23154,8,1611,76
Bairro 8841,40349,7,2867,62
Bairro 8842,18279,6,1915,92
Bairro 8843,50129,8,2992,51
Bairro 8844,26937,3,907,81
Bairro 8845,55600,9,2748,117
Bairro 8846,51104,9,1281,141
Bairro 8847,16338,3,2257,101
Bairro 8848,58850,9,740,126
Bairro 8849,50037,7,1702,85
Bairro 8850,11572,7,1601,142
Bairro 8851,37318,10,1384,120
Bairro 8852,6732,6,2166,68
Bairro 8853,10840,10,1179,54
Bairro 8854,6327,10,1302,89
Bairro 8855,17889,5,622,27
Bairro 8856,31650,4,2619,35
Bairro 8857,44189,9,2346,60
Bairro 8858,43792,6,2891,50
Bairro 8859,24417,7,2126,38
Bairro 8860,33542,5,2818,47
Bairro 8861,7473,6,1869,43
Bairro 8862,58814,2,2192,144
Bairro 8863,11274,3,1100,137
Bairro 8864,7266,9,2316,84
Bairro 8865,32984,2,857,58
Bairro 8866,51950,5,1689,29
Bairro 8867,13565,7,2736,55
Bairro 8868,48448,10,2574,23
Bairro 8869,11427,1,2434,132
Bairro 8870,42491,4,1240,57
Bairro 8871,17074,2,1070,34
Bairro 8872,55511,5,1327,61
Bairro 8873,55553,4,2686,136
Bairro 8874,30952,7,2265,110
Bairro 8875,27399,1,971,113
Bairro 8876,11685,7,1307,116
Bairro 8877,23845,1,1334,135
Bairro 8878,43338,8,2602,23
Bairro 8879,16970,9,2247,33
Bairro 8880,39854,9,1974,84
Bairro 8881,10455,8,2711,101
Bairro 8882,19364,1,943,134
Bairro 8883,36795,10,724,63
Bairro 8884,42991,7,1356,81
Bairro 8885,45746,8,1835,38
Bairro 8886,25708,7,719,125
Bairro 8887,33757,8,2467,79
Bairro 8888,28724,4,1628,113
Bairro 8889,43803,4,2412,89
Bairro 8890,33547,10,2453,130
Bairro 8891,26651,1,2048,95
Bairro 8892,9021,7,2788,27
Bairro 8893,46506,6,1625,102
Bairro 8894,8250,10,1287,138
Bairro 8895,38058,10,1650,53
Bairro 8896,17874,4,2978,130
Bairro 8897,30916,6,2931,39
Bairro 8898,6466,1,874,59
Bairro 8899,24019,10,943,127
Bairro 8900,43969,6,2184,85
Bairro 8901,31714,8,2431,69
Bairro 8902,20262,6,1956,36
Bairro 8903,48485,10,773,135
Bairro 8904,54770,7,1481,93
Bairro 8905,47812,5,2323,30
Bairro 8906,17154,10,1332,93
Bairro 8907,36108,7,605,110
Bairro 8908,38777,4,2272,85
Bairro 8909,36729,7,2871,26
Bairro 8910,21913,7,2292,106
Bairro 8911,10428,5,1703,99
Bairro 8912,13804,8,640,105
Bairro 8913,8404,2,1629,52
Bairro 8914,28554,1,1320,136
Bairro 8915,20218,8,2695,77
Bairro 8916,22225,9,992,108
Bairro 8917,35840,2,1389,105
Bairro 8918,47578,10,1563,24
Bairro 8919,20771,10,1713,21
Bairro 8920,45445,5,1267,146
Bairro 8921,55912,10,2956,139
Bairro 8922,36134,10,738,47
Bairro 8923,27924,4,834,29
Bairro 8924,9624,3,2989,113
Bairro 8925,9333,8,2180,85
Bairro 8926,9358,5,1447,99
Bairro 8927,56116,2,1308,54
Bairro 8928,28010,4,1061,79
Bairro 8929,30539,6,2996,124
Bairro 8930,16402,6,1738,116
Bairro 8931,34527,9,2290,86
Bairro 8932,4275,9,2814,34
Bairro 8933,46053,1,2167,26
Bairro 8934,24169,7,2288,97
Bairro 8935,44696,1,1186,46
Bairro 8936,36211,1,2898,96
Bairro 8937,38275,10,2387,30
Bairro 8938,52931,4,561,35
Bairro 8939,38846,3,1435,109
Bairro 8940,34706,3,2933,134
Bairro 8941,30763,4,1326,108
Bairro 8942,23537,10,1085,104
Bairro 8943,48111,10,1569,29
Bairro 8944,28115,10,1539,50
Bairro 8945,35321,10,1322,92
Bairro 8946,18990,3,1545,29
Bairro 8947,30340,9,2911,92
Bairro 8948,31540,5,2768,28
Bairro 8949,25403,3,1671,83
Bairro 8950,46284,10,2068,117
Bairro 8951,24353,8,2800,25
Bairro 8952,14316,8,1617,33
Bairro 8953,48281,9,546,85
Bairro 8954,16127,10,1419,104
Bairro 8955,16530,5,2639,78
Bairro 8956,8556,6,969,116
Bairro 8957,42354,4,995,28
Bairro 8958,10450,9,982,142
Bairro 8959,48014,7,2755,52
Bairro 8960,31403,9,2240,107
Bairro 8961,52517,4,736,27
Bairro 8962,50484,5,1996,133
Bairro 8963,59255,4,1138,115
Bairro 8964,13388,4,699,36
Bairro 8965,11020,8,1448,52
Bairro 8966,39342,6,1332,113
Bairro 8967,50571,2,577,89
Bairro 8968,4481,10,965,126
Bairro 8969,30082,9,2540,23
Bairro 8970,29323,9,1917,25
Bairro 8971,28411,2,847,43
Bairro 8972,25338,6,2234,138
Bairro 8973,55630,2,2275,38
Bairro 8974,16425,9,960,107
Bairro 8975,21516,5,1683,70
Bairro 8976,20174,1,1813,95
Bairro 8977,17663,4,2145,122
Bairro 8978,8951,2,2487,44
Bairro 8979,22790,10,2024,62
Bairro 8980,54582,2,2022,29
Bairro 8981,19356,4,2056,62
Bairro 8982,18149,6,1440,102
Bairro 8983,50490,1,781,73
Bairro 8984,53995,8,2793,27
Bairro 8985,28078,1,2821,88
Bairro 8986,46990,4,1790,99
Bairro 8987,12835,3,1109,68
Bairro 8988,28605,7,2292,118
Bairro 8989,56053,7,2361,29
Bairro 8990,37059,6,1924,61
Bairro 8991,33199,2,1350,84
Bairro 8992,7771,3,1475,27
Bairro 8993,34074,10,966,71
Bairro 8994,32085,9,1578,71
Bairro 8995,36755,2,1225,146
Bairro 8996,53614,2,1384,92
Bairro 8997,15289,4,2300,117
Bairro 8998,21342,6,1191,84
Bairro 8999,34722,4,568,120
Bairro 9000,23222,4,1848,109
Bairro 9001,44032,4,555,133
Bairro 9002,27376,9,2803,64
Bairro 9003,14225,5,2956,77
Bairro 9004,14933,6,2822,79
Bairro 9005,55305,2,809,107
Bairro 9006,56381,5,2226,93
